"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_Kg","weight_class"
"163","2160-P",72,452.654885428026,"KQFAT","Paris","Florida","France","Regional Pumpkin Festival","1871 A","1721 O",270,450,2,"Hooligan",205.285662325636,"medium"
"164","2146-P",63,413.642556282692,"RJPXK","Los Angeles","Texas","France","Local Pumpkin Festival","1278 X","1234 J",4,2,-4,"Lady Godiva",187.592996046572,"medium"
"165","2300-P",72,420.052314594388,"QWVYN","Paris","New York","USA","Regional Pumpkin Festival","1972 W","1979 K",-1,-2,5,"Hooligan",190.499915915822,"medium"
"166","2148-P",65,416.067846677452,"WKKZE","Nottingham","New York","USA","Regional Pumpkin Festival","1316 K","1121 S",283,534,-24,"White Pumpkin",188.692900987507,"medium"
"167","2905-P",64,415.524664737284,"HNSRQ","Chicago","Florida","France","Regional Pumpkin Festival","1072 C","1506 Y",262,427,-5,"Porcelain Doll",188.446559971557,"medium"
"168","2588-P",67,404.184072474018,"GUKRU","Nottingham","New York","USA","Regional Pumpkin Festival","1567 N","1027 J",2,5,1,"White Pumpkin",183.303434228579,"medium"
"169","2880-P",62,393.496403033845,"DVFOD","Nottingham","California","France","National Pumpkin Festival","1270 K","1535 Q",258,394,-4,"Lady Godiva",178.456418609454,"medium"
"170","2916-P",31,402.244825805537,"EESIJ","Chicago","California","UK","Regional Pumpkin Festival","1284 E","1786 Q",271,438,-14,"Hooligan",182.423957281423,"medium"
"171","2102-P",57,382.206945120357,"NJBNM","Los Angeles","New York","USA","National Pumpkin Festival","1546 F","1723 Y",1,1,5,"White Pumpkin",173.336483047781,"medium"
"172","2374-P",58,391.983028165065,"VEOXK","Los Angeles","New York","USA","Local Pumpkin Festival","1412 I","1696 Q",-2,-2,-2,"Hooligan",177.770080800483,"medium"
"173","2783-P",21,375.365742952563,"MCRFM","New York","New York","USA","Local Pumpkin Festival","1495 Y","1987 D",270,436,-14,"Porcelain Doll",170.233897030641,"medium"
"174","2400-P",93,374.475667428225,"JTJJY","Paris","New York","UK","National Pumpkin Festival","1565 K","1558 G",260,399,-9,"Porcelain Doll",169.830234661327,"medium"
"175","2214-P",85,370.631463842466,"TJEPZ","New York","California","UK","Local Pumpkin Festival","1253 K","1422 R",257,367,-4,"Lady Godiva",168.086831674588,"medium"
"176","2455-P",19,355.283484011889,"HTSGD","Houston","California","USA","Regional Pumpkin Festival","1459 P","1676 J",263,406,-6,"Hooligan",161.126296604031,"medium"
"177","2508-P",9,361.91929182969,"JHORG","Houston","Florida","France","Local Pumpkin Festival","1399 W","1809 M",253,348,9,"White Pumpkin",164.135733256095,"medium"
"178","2191-P",36,361.623219538853,"ASRVB","Paris","New York","France","Local Pumpkin Festival","1712 L","1561 E",258,369,-3,"White Pumpkin",164.001460108323,"medium"
"179","2384-P",50,362.356243600138,"XQOOK","Nottingham","Texas","USA","Local Pumpkin Festival","1183 P","1500 X",256,378,1,"Hooligan",164.333897324325,"medium"
"180","2875-P",30,355.770856553689,"ADLFI","New York","Texas","France","Local Pumpkin Festival","1769 O","1541 R",-2,2,-2,"Hooligan",161.347327235233,"medium"
"181","2745-P",41,350.0015145652,"SDJUE","Houston","New York","USA","Local Pumpkin Festival","1253 D","1152 Z",-2,2,-3,"Porcelain Doll",158.7308456078,"medium"
"182","2846-P",28,359.24431639351,"KVVAT","New York","California","France","National Pumpkin Festival","1524 Q","1082 C",4,-4,-5,"Lady Godiva",162.922592468712,"medium"
"183","2272-P",50,359.98563408386,"LAKRX","Nottingham","California","UK","Regional Pumpkin Festival","1523 D","1060 U",246,348,-4,"Porcelain Doll",163.258790967737,"medium"
"184","2089-P",33,340.973672809079,"BMJZH","Paris","New York","USA","Regional Pumpkin Festival","1786 B","1589 M",253,358,2,"White Pumpkin",154.636586307972,"medium"
"185","2308-P",49,351.681735999137,"GHNNB","Nottingham","California","UK","Regional Pumpkin Festival","1290 C","1793 V",235,305,20,"Lady Godiva",159.492850793259,"medium"
"186","2482-P",47,355.285062606446,"VBCHO","Los Angeles","California","USA","Regional Pumpkin Festival","1932 S","1915 I",253,339,0,"Hooligan",161.12701251993,"medium"
"187","2025-P",6,352.612064251676,"ATQYU","Houston","California","UK","National Pumpkin Festival","1054 X","1915 B",3,2,5,"Lady Godiva",159.914768368107,"medium"
"188","2355-P",23,325.998692182824,"FGAHK","Houston","Florida","USA","Local Pumpkin Festival","1282 V","1445 Q",241,339,-4,"Lady Godiva",147.845211874297,"medium"
"189","2076-P",44,339.097242482938,"BXIAR","Nottingham","Texas","UK","Regional Pumpkin Festival","1431 I","1950 S",246,345,-7,"Porcelain Doll",153.785597497931,"medium"
"190","2419-P",19,332.977253407799,"EUHLY","Chicago","Florida","France","National Pumpkin Festival","1375 O","1061 M",246,324,1,"White Pumpkin",151.010092248435,"medium"
"191","2464-P",95,334.393142527528,"EWGVD","Los Angeles","Florida","UK","Regional Pumpkin Festival","1524 K","1073 U",259,365,-8,"Hooligan",151.652218833346,"medium"
"192","2425-P",2,331.672989360057,"LAJEV","Houston","Florida","USA","National Pumpkin Festival","1723 U","1944 T",239,331,5,"Lady Godiva",150.418589278937,"medium"
"193","2368-P",88,326.108504364267,"MLSFT","Houston","California","France","Local Pumpkin Festival","1045 T","1125 H",-4,-4,-4,"White Pumpkin",147.895013317128,"medium"
"194","2380-P",43,288.795268202201,"KDRTB","Paris","New York","France","National Pumpkin Festival","1975 M","1678 P",241,307,-3,"Hooligan",130.972910749297,"medium"
"195","2434-P",21,290.241353590041,"FAZUB","New York","New York","USA","National Pumpkin Festival","1600 E","1186 T",234,272,5,"Porcelain Doll",131.628731786867,"medium"
"196","2957-P",96,299.159066245519,"SNWJS","Houston","New York","UK","Regional Pumpkin Festival","1811 L","1575 Q",238,297,-3,"Hooligan",135.673045916335,"medium"
"197","2880-P",64,281.600014111958,"WWHAO","Paris","New York","USA","Regional Pumpkin Festival","1184 M","1909 H",-2,4,5,"Porcelain Doll",127.709756966875,"medium"
"198","2953-P",52,290.448673141189,"HGHDB","Houston","Florida","France","Regional Pumpkin Festival","1633 U","1154 S",238,290,0,"White Pumpkin",131.722754259043,"medium"
"199","2032-P",78,287.601798011921,"HQTOU","New York","New York","UK","Local Pumpkin Festival","1713 M","1782 T",2,4,-3,"White Pumpkin",130.431654427175,"medium"
"200","2123-P",21,272.16514085494,"WZMCV","Paris","Texas","France","National Pumpkin Festival","1510 Y","1938 P",236,306,-5,"Hooligan",123.430902882059,"medium"
"201","2518-P",25,270.97137263976,"UWKZB","Nottingham","New York","USA","Regional Pumpkin Festival","1465 R","1577 L",223,258,7,"Porcelain Doll",122.889511401252,"medium"
"202","2424-P",71,267.696600338444,"YPWMK","New York","New York","USA","National Pumpkin Festival","1421 F","1042 K",223,263,-5,"Hooligan",121.404353894986,"medium"
"203","2338-P",2,267.173143203743,"SZQUN","Houston","California","France","National Pumpkin Festival","1799 F","1083 Q",233,289,-5,"Porcelain Doll",121.166958369044,"medium"
"204","2666-P",35,256.073230227828,"HSHTA","Paris","New York","USA","Regional Pumpkin Festival","1824 G","1547 B",233,267,-6,"White Pumpkin",116.132984230307,"medium"
"205","2115-P",19,258.535338878632,"KLBXM","Paris","California","France","National Pumpkin Festival","1738 X","1245 T",5,-1,-5,"Hooligan",117.24958679303,"medium"
"206","2407-P",77,246.738349980675,"GYGSX","Paris","New York","UK","National Pumpkin Festival","1641 B","1916 I",230,264,-7,"White Pumpkin",111.899478449286,"medium"
"207","2276-P",53,248.152797401883,"DKQKN","Los Angeles","California","USA","Local Pumpkin Festival","1789 D","1629 A",-2,1,-2,"Lady Godiva",112.540951202668,"medium"
"208","2850-P",3,237.323013932817,"OLWXK","Los Angeles","New York","UK","Regional Pumpkin Festival","1948 O","1777 G",-3,4,4,"Lady Godiva",107.629484776788,"medium"
"209","2632-P",27,225.952160480432,"KFBCK","Chicago","Florida","USA","Local Pumpkin Festival","1697 G","1159 T",232,263,-11,"White Pumpkin",102.472635138518,"medium"
"210","2978-P",16,225.693600231782,"LRVHA","Houston","New York","UK","Regional Pumpkin Festival","1613 W","1328 I",206,206,15,"Hooligan",102.355374254776,"medium"
"211","2241-P",67,218.677474651486,"JXFKE","Paris","Florida","UK","National Pumpkin Festival","1711 I","1012 B",4,1,-2,"Porcelain Doll",99.1734578918302,"light"
"212","2377-P",43,216.166743452661,"NWNJK","Nottingham","Texas","UK","Local Pumpkin Festival","1718 N","1928 P",206,205,1,"White Pumpkin",98.034804286921,"light"
"213","2985-P",11,193.340179937892,"KOULY","New York","California","UK","Local Pumpkin Festival","1177 V","1306 Z",209,192,-8,"White Pumpkin",87.6826212870257,"light"
"214","2376-P",64,188.396083453484,"ZZXDK","New York","California","France","Local Pumpkin Festival","1785 I","1233 Q",208,211,-9,"Hooligan",85.4404006591763,"light"
"215","2387-P",71,180.516005122103,"ONFRY","Nottingham","New York","UK","Regional Pumpkin Festival","1602 P","1527 F",217,225,-20,"Porcelain Doll",81.8666689896158,"light"
"216","2110-P",8,171.091057576239,"LGGAQ","Chicago","New York","UK","National Pumpkin Festival","1502 F","1766 K",198,181,-4,"Lady Godiva",77.5923163611062,"light"
"217","2851-P",35,179.738954192027,"SVGCQ","Nottingham","Texas","USA","Local Pumpkin Festival","1230 N","1126 W",201,184,-11,"Porcelain Doll",81.514264939695,"light"
"218","2707-P",18,167.503603162244,"QPJDQ","Chicago","Texas","UK","National Pumpkin Festival","1352 I","1566 B",195,172,2,"White Pumpkin",75.9653529080472,"light"
"219","2923-P",16,170.061581028625,"PQBMM","Chicago","New York","UK","Local Pumpkin Festival","1874 E","1422 N",-2,5,-4,"White Pumpkin",77.1254335730727,"light"
"220","2946-P",8,157.783337866887,"SRQDE","New York","Texas","France","Regional Pumpkin Festival","1839 N","1267 G",-1,-5,2,"Porcelain Doll",71.5570693273866,"light"
"221","2359-P",13,153.921299473755,"DTGRQ","Los Angeles","Texas","UK","Local Pumpkin Festival","1953 M","1942 O",200,195,-21,"Hooligan",69.8055779926327,"light"
"222","2639-P",85,169.277045182884,"BKJWJ","Paris","Florida","USA","Local Pumpkin Festival","1887 U","1583 T",198,177,-11,"Lady Godiva",76.7696350035754,"light"
"223","2456-P",13,159.596746483445,"ONEYW","Nottingham","New York","France","Local Pumpkin Festival","1735 O","1082 D",185,155,5,"Lady Godiva",72.3794768632404,"light"
"224","2317-P",94,150.210942572542,"SRATO","Los Angeles","Texas","France","Regional Pumpkin Festival","1036 R","1756 L",186,158,-2,"Hooligan",68.1228764501322,"light"
"225","2335-P",95,150.987087728828,"BSXNN","Los Angeles","Florida","UK","National Pumpkin Festival","1317 E","1144 P",184,141,5,"White Pumpkin",68.4748697182894,"light"
"226","2080-P",10,136.535592357628,"WPGWG","Los Angeles","Florida","USA","National Pumpkin Festival","1309 O","1661 X",181,151,0,"White Pumpkin",61.9209035635501,"light"
"227","2068-P",62,146.534029688127,"XNRSU","Paris","New York","USA","National Pumpkin Festival","1934 Z","1785 W",-3,-4,-4,"Lady Godiva",66.4553422621893,"light"
"228","2949-P",93,141.655641498975,"MLCBR","Paris","California","France","Local Pumpkin Festival","1019 L","1973 I",2,-2,4,"Hooligan",64.2429213147281,"light"
"229","2606-P",1,143.686005439609,"AIXKA","Nottingham","New York","France","Local Pumpkin Festival","1709 H","1148 G",-2,-3,5,"Porcelain Doll",65.1637212878047,"light"
"230","2514-P",15,135.962364633009,"DAQRS","Los Angeles","California","France","Local Pumpkin Festival","1049 W","1044 J",-1,5,1,"Lady Godiva",61.6609363415006,"light"
"231","2766-P",64,129.232195128687,"FEQSG","New York","California","USA","Regional Pumpkin Festival","1723 Z","1637 G",181,146,-10,"Porcelain Doll",58.6087052737808,"light"
"232","2984-P",45,120.154167710803,"YOQCM","New York","New York","USA","Regional Pumpkin Festival","1384 S","1906 S",176,125,-2,"Hooligan",54.4916860366456,"light"
"233","2283-P",40,101.476315530948,"ALZJH","New York","California","France","Local Pumpkin Festival","1582 G","1491 L",-4,3,4,"Porcelain Doll",46.0210047759403,"light"
"234","2837-P",66,109.877063668333,"EGXUG","Los Angeles","California","UK","Regional Pumpkin Festival","1488 P","1194 J",168,115,-13,"Lady Godiva",49.830867876795,"light"
"235","2366-P",46,92.5567783629522,"GIVBS","New York","Texas","UK","Local Pumpkin Festival","1403 X","1364 A",-3,-5,2,"Lady Godiva",41.9758632031529,"light"
"236","2140-P",20,88.070386262238,"KZGKP","New York","New York","USA","Regional Pumpkin Festival","1625 E","1809 Q",2,-4,-2,"Lady Godiva",39.9412182595184,"light"
"237","2332-P",19,79.0600553164259,"ECMFI","Nottingham","New York","UK","Local Pumpkin Festival","1691 X","1084 A",-4,4,-1,"White Pumpkin",35.8549003702612,"light"
"238","2986-P",12,80.7376797078177,"DRJLF","Los Angeles","New York","USA","National Pumpkin Festival","1263 A","1467 Q",-1,3,2,"Lady Godiva",36.6157277586475,"light"
"239","2355-P",79,80.4319687725976,"LCRCR","Paris","Florida","UK","Local Pumpkin Festival","1251 I","1858 B",157,105,-20,"Lady Godiva",36.4770833435817,"light"
"240","2963-P",99,91.4900323895738,"FYPOO","New York","New York","France","Regional Pumpkin Festival","1965 Q","1610 H",159,100,-23,"White Pumpkin",41.4920781812126,"light"
"241","2992-P",96,84.7308644039556,"ABZAZ","Chicago","California","UK","Local Pumpkin Festival","1506 F","1309 T",1,-5,1,"Hooligan",38.4266958748098,"light"
"242","2254-P",28,87.7020450336859,"DNOFR","Los Angeles","California","France","Regional Pumpkin Festival","1373 H","1313 F",162,105,-22,"White Pumpkin",39.7741700833042,"light"
"243","2426-P",20,89.1615712381899,"MYIFQ","New York","Florida","UK","Local Pumpkin Festival","1189 U","1104 M",3,-2,-5,"Porcelain Doll",40.4360867293378,"light"
"244","2126-P",49,53.3790855705738,"SMZWN","Los Angeles","Texas","UK","Local Pumpkin Festival","1230 T","1998 H",-5,-1,0,"Lady Godiva",24.2082020728226,"light"
"245","2926-P",49,32.845071268864,"BKMSJ","Chicago","Texas","France","Local Pumpkin Festival","1810 Q","1681 F",-2,0,1,"Lady Godiva",14.8957239314576,"light"
"246","2473-P",22,37.9118514833972,"TGWUR","Houston","Texas","USA","National Pumpkin Festival","1252 P","1712 R",5,1,2,"Porcelain Doll",17.1935834391824,"light"
"247","2562-P",66,21.2213352480903,"RRDPR","Paris","Florida","UK","Regional Pumpkin Festival","1478 Y","1280 M",5,5,0,"Lady Godiva",9.6241883211294,"light"
"248","2920-P",46,18.1336058115587,"IHUHV","Los Angeles","New York","UK","Local Pumpkin Festival","1884 Y","1526 P",-1,-3,3,"Porcelain Doll",8.22385751091096,"light"
"249","2734-P",55,18.3893002915382,"NYBWY","Paris","New York","France","Local Pumpkin Festival","1933 R","1155 N",1,-2,4,"Porcelain Doll",8.3398187263212,"light"
"250","2006-P",89,21.1755832303315,"LQITD","New York","Florida","USA","National Pumpkin Festival","1590 V","1550 Z",-1,-1,3,"Porcelain Doll",9.60343910672632,"light"
"251","2958-P",54,1392.22861798853,"EWTIM","New York","California","UK","Regional Pumpkin Festival","1461 W","1037 R",408,1411,3,"Porcelain Doll",631.396198634253,"heavy"
"252","2540-P",80,948.617543773726,"JGDKR","Paris","Florida","USA","National Pumpkin Festival","1054 H","1750 M",339,887,3,"Hooligan",430.212037992619,"medium"
"253","2497-P",16,831.18424975127,"ZWFRQ","Houston","New York","UK","Local Pumpkin Festival","1171 F","1110 G",4,3,-2,"Hooligan",376.95430827722,"medium"
"254","2208-P",88,577.182515177876,"ZAFXJ","Houston","California","USA","Local Pumpkin Festival","1403 N","1608 A",312,683,-17,"Porcelain Doll",261.760777858447,"medium"
"255","2405-P",73,429.814000392333,"QIRFU","New York","Texas","France","National Pumpkin Festival","1453 C","1575 O",251,363,17,"Hooligan",194.926984304913,"medium"
"256","2556-P",8,279.439368455298,"AIZUL","Paris","California","France","Regional Pumpkin Festival","1763 I","1055 N",236,302,-13,"Porcelain Doll",126.729872315328,"medium"
"257","2099-P",52,262.984275324643,"OTKHU","Nottingham","California","USA","National Pumpkin Festival","1618 B","1668 C",215,237,18,"Porcelain Doll",119.267245045189,"medium"
"258","2655-P",16,2035.43632794078,"GTQMN","Nottingham","Florida","France","Local Pumpkin Festival","1542 D","1230 S",469,1937,9,"Porcelain Doll",923.100375483349,"heavy"
"259","2892-P",35,1961.16456764285,"NTNDI","Paris","Texas","France","Regional Pumpkin Festival","1897 H","1073 K",453,1785,14,"Lady Godiva",889.417037479748,"heavy"
"260","2943-P",45,1872.55692107417,"WVBDT","New York","New York","UK","Local Pumpkin Festival","1670 M","1768 W",460,1846,4,"Porcelain Doll",849.232163752457,"heavy"
"261","2407-P",91,1834.47807017341,"XFJMA","Paris","New York","France","Regional Pumpkin Festival","1053 X","1836 O",437,1702,7,"White Pumpkin",831.96284361606,"heavy"
"262","2143-P",43,1808.27199949231,"ULLTX","Paris","Texas","USA","Local Pumpkin Festival","1017 J","1231 F",436,1672,6,"Lady Godiva",820.078004304902,"heavy"
"263","2945-P",94,1762.80449990556,"CMXTJ","Paris","Florida","USA","Local Pumpkin Festival","1002 T","1041 M",416,1470,21,"Lady Godiva",799.45782308642,"heavy"
"264","2800-P",67,1726.94943210389,"SBQJQ","Nottingham","New York","USA","Regional Pumpkin Festival","1835 R","1784 A",404,1393,28,"Lady Godiva",783.19702136231,"heavy"
"265","2534-P",78,1699.98070847895,"HEDNT","Nottingham","Florida","USA","Local Pumpkin Festival","1390 U","1401 G",415,1500,8,"Hooligan",770.966307700204,"heavy"
"266","2137-P",63,1685.52412448451,"UMVVO","Paris","New York","USA","Local Pumpkin Festival","1115 X","1086 C",434,1684,2,"Hooligan",764.410033779823,"heavy"
"267","2749-P",53,1682.34779161401,"PVXCM","New York","California","UK","National Pumpkin Festival","1021 V","1065 U",433,1615,6,"Porcelain Doll",762.969520006354,"heavy"
"268","2301-P",88,1626.56405329239,"PPUKX","Houston","New York","France","Regional Pumpkin Festival","1740 A","1740 D",420,1499,8,"Lady Godiva",737.670772468202,"heavy"
"269","2900-P",34,1633.32266197167,"BKYCI","Paris","Texas","France","Regional Pumpkin Festival","1887 B","1120 L",436,1654,-4,"Lady Godiva",740.73590112094,"heavy"
"270","2047-P",74,1609.63420260511,"OYYEX","Houston","New York","France","Local Pumpkin Festival","1872 S","1060 J",431,1589,0,"White Pumpkin",729.992835648578,"heavy"
